Compound	Occurrences
(r)-(-)-2-(benzyloxymethyl)oxirane	1
(r)-(-)-3,3'-bis(4-nitrophenyl)-1,1'-binaphthyl-2,2'-diyl hydrogen phosphate	12
(r)-(-)-3,3'-bis[3,5-bis(perfluoropropan-2-yl)phenyl]-1,1'-binaphthalene-2,2'-sulfonimide	27
(r)-(-)-3,5-di-tert-butyl-4-methoxy-segphos	1
(r)-(-)-5,5'-bis(diphenylphosphino)-2,2,2',2'-tetrafluoro-4,4'-bi-1,3-benzodioxole	86
(r)-(-)-5-methyl-3-n-butyl-2(5h)-furanone	1
(r)-(-)-[3,3'-bis(1-naphthyl)-[1,1'-binaphthalene]]-2,2'-diol	1
(r)-(-)-[eta6-1-diphenylphosphino-2-(3-diphenylphosphino-2-methylpropenyl)benzene-p]chromium(0) dicarbonyl	5
(r)-(-)-alpha,alpha-diphenyl-2-pyrrolidinemethanol	14
(r)-(-)-alpha-hydroxybenzeneacetic acid	26
(r)-(-)-cl-meobiphep	1
(r)-(-)-diisopinocampheylborane	1
(r)-(-)-dtbm-segphos	5
(r)-(-)-hbtm	40
(r)-(-)-pantolactone	1
(r)-(1,1'-binaphth-2-yl)p(c6h2-3,5-me2-4-ome)2	1
(r)-(1,1'-binaphth-2-yl)p(c6h2-3,5-t-bu2-4-ome)2	1
(r)-(1,1'-binaphth-2-yl)p(c6h3-3,5-(sime3)2)2	1
(r)-(1-benzylpiperidin-2-yl)diphenylmethanol	1
(r)-(2,2'-bis(diphenylphosphanyl)biphenyl)dichloroplatinum(ii)	3
(r)-(2,3-methylenedioxy-6-(4-meo-3,5-tbu2-c6h2)2p-c6h2)2	7
(r)-(2-hydroxy-3-bromo-5-tert-butylbenzylidene)-2-amino-2'-hydroxy-1,1'-binaphthyl	1
(r)-(3,3'-bis(4-phenylphenyl)-1,1'-binaphthanele-2,2'-yl)phosphoric acid	16
(r)-(3,3'-bis(triphenylsilyl)-2,2'-oxido-1,1'-binaphthyl)(2-(dimethylaminomethyl)phenyl)(dimethylaminomethylphenyl)yttrium(iii)	1
(r)-(5-(3-(3,5-bis-(trifluoromethyl)phenyl)ureido)-6-methoxyquinolin-4-yl)(8-ethylquinuclidin-2-yl)methyl 3,5-bis-(trifluoromethyl)phenylcarbamate	5
(r)-(6,6'-dimethoxybiphenyl-2,2'-diyl)bis{bis[2,6-bis(trifluoromethyl)-4-pyridyl]phosphine}	1
(r)-(6-(2,2,3-trimethylbutoxy)quinolin-4-yl)((2s,4s,8r)-8-vinylquinuclidin-2-yl)methanol	17
(r)-(6-(tert-butylsulfinyl)-2,3-dimethoxyphenyl)diisopropylphosphine	2
(r)-(6-(tert-butylsulfinyl)-2-(cyclohexyloxy)-3-methoxyphenyl)diisopropylphosphine	12
(r)-(6-(tert-butylsulfinyl)-2-(isopropyloxy)-3-methoxyphenyl)diisopropylphosphine	24
(r)-(6-hydroxyquinolin-4-yl)((1s,2r,4s,5r)-5-vinylquinuclidin-2-yl)methyl 2-methylbenzoate	1
(r)-(6-hydroxyquinolin-4-yl)((2s,4s,5r)-5-vinylquinuclidin-2-yl)methyl acetate	1
(r)-(6-methoxyquinolin-4-yl)((1s,2s,4s,5r)-5-vinylquinuclidin-2-yl)methanamine	62
(r)-(?)-dtbm-segphos	393
(r)-(c10h5clco2ch2)2co	1
(r)-(c10h6co2ch2)2co	4
(r)-(c10h6o)2pnme2	41
(r)-(c10h6p(c6h4ch3)2)2	19
(r)-(ebthi)zr-binol	8
(r)-(ebthi)zrcl2	1
(r)-(s)-bppf-nmech(ch2oh)2	9
(r)-(s)-cy2pf-pcy2	16
(r)-(s)-mod-mandyphos	1
(r)-(s)-ppf-pcy2	52
(r)-(s)-ppf-ptbu2	42
(r)-(s)-ppfptbu2	1
(r)-1,1'-([1,1'-binaphthalene]-2,2'-diyl)bis(3-methylthiourea)	7
(r)-1,1'-bi-2-naphthol	20
(r)-1,1'-binaphthyl-2,2'-diyl methylphosphite	11
(r)-1,1'-bislt;3-lt;(2,5-dihexyloxy)phenylgt;-2-naphtholgt;	16
(r)-1,1'-di[(3,4,5-me3c6h2)2p]-9,9'-spirobifluorene*ru(oac)2	6
(r)-1,1'-octahydrobinaphthyl-2,2'-(substituted dimethanol)	8
(r)-1-(1-(diphenylphosphino)-3-phenylpropan-2-yl)-3-(4-nitrophenyl)thiourea	1
(r)-1-(1-benzo[d]imidazol-2-yl)ethanamine	1
(r)-1-(2-(3,3-dimethylbut-1-yn-1-yl)pyrimidin-5-yl)-2-methylpropan-1-ol	4
(r)-1-(2-(4-ethyl-4,5-dihydrooxazol-2-yl)ethyl)-3-phenylurea	2
(r)-1-(3,5-bis(trifluoromethyl)phenyl)-3-(1-(2-aminonaphthalen-1-yl)naphthalene-2-yl)thiourea	1
(r)-1-(3,5-bis(trifluoromethyl)phenyl)-3-(pyrrolidin-2-ylmethyl)urea	14
(r)-1-(3,5-bis-trifluoromethylphenyl)-3-{2'-[3-(3,5-bis-trifluoromethylphenyl)ureido]-5,6,7,8,5',6',7',8'-octahydro[1,1']binaphthalenyl-2-yl}-urea	13
(r)-1-(3,5-bis-trifluoromethylphenyl)-3-{2'-[3-(3,5-bis-trifluoromethylphenyl)ureido]-[1,1']binaphthalenyl-2-yl}-urea	8
(r)-1-(3,5-dioxa-4-phosphacyclohepta[2,1-a:3,4-a']dinaphthalen-4-yl)-4-pentafluorophenylmethylpiperazine	2
(r)-1-(4-dmap-3-yl)-2,2,2-triphenyl-ethyl acetate	1
(r)-1-(benzylsulfinyl)-4-methylbenzene	1
(r)-1-(tert-butylmethylphosphino)-2-(di-tert-butylphosphino)benzene(1,5-cyclooctadiene)rhodium(i) hexafluoroantimonate	7
(r)-1-(tert-butylsulfinyl)-2-(prop-1-en-2-yl)benzene	20
(r)-1-[(1r,4r,5r,6s)-5,6-me2co2-2-aza-3-norbornyl]ethanol	3
(r)-1-[(rp)-2-(dibenzofuryl)ferrocenyl]ethylbis(tertbutyl)phosphine	16
(r)-1-[(s)-1',2-bis(diphenylphosphino)ferrocenyl]ethyl methyl ether	5
(r)-1-[(s)-2-(dicyclohexylphosphino)ferrocenyl]ethyldiphenylphosphine	5
(r)-1-[(s)-2-(diphenylphosphino)ferrocenyl]ethyl methyl ether	2
(r)-1-[(sp)-2-(diphenylphosphino)ferrocenyl]ethyldicyclohexylphosphine	1
(r)-1-[(sp)-2-[bis[3,5-bis(trifluoromethyl)phenyl]phosphino]ferrocenyl]ethyldicyclohexylphosphine	4
(r)-1-[2'-(diphenylphosphanyl)-1,1'-binaphthyl-2-yl]-3-(2-methoxybenzyl)thiourea	2
(r)-1-[2-(dicyclohexylphosphino)ferrocenyl]ethyldicyclohexylphosphine	1
(r)-1-[3,5-bis(trifluoromethyl)phenyl]-3-(1-tert-butylpiperidine-3-yl)thiourea	1
(r)-1-[3-(dinaphtho[1,2-f:2',1'-d][1,3,2]dioxaphosphepin-4-yloxy)phenyl]--n,n'-dimethylmethanamine	1
(r)-1-ch3-3,3-(c6h5)2-c5h7bno	1
(r)-1-methoxy-1, 1-diphenyl-3-(piperidin-1-yl) propan-2-amine	11
(r)-1-methyl-2-(1-naphthylaminomethyl)pyrrolidine	2
(r)-1-octyn-3-yl mesylate	2
(r)-1-phenyl-2-(pyrrolidin-1-yl)ethanamine	1
(r)-1-phenyl-3-[2'-(3-phenylthioureido)-[1,1']binaphthalenyl-2-yl]-thiourea	1
(r)-1-phenyl-ethyl-amine	13
(r)-1-t-butyl-2-(3-azabicyclo{3.2.2}nonyl)ethanol	1
(r)-1-tert-butyl-2-(1-piperidino)ethanol	1
(r)-1-{(rp)-2-[2-(dicyclohexylphosphino)phenyl]ferrocenyl}ethylbis[3,5-bis(trifluoromethyl)phenyl]phosphine	8
(r)-10-camphorsulfonic acid	2
(r)-2'-(dicyclohexylphosphino)-n-isopropyl-n-methyl-1,1'-binaphthyl-2-amine	1
(r)-2'-diphenylphosphino-[1,1']-binaphthalen-2-ol	1
(r)-2,2',3,3'-tetrahydro-1,1'-spirobi[indene]-7,7'-diol	1
(r)-2,2'-bi(3-phenylphenanthren-1-ol)	7
(r)-2,2'-binaphthoyl-benzyl-(s)-[1-(1-naphthylethyl)]aminoylphosphine	8
(r)-2,2'-binaphthyldisulfonimide	16
(r)-2,2'-bis(diarylphosphino)-1,1'-binaphthyl	1
(r)-2,2'-bis(diphenylphosphanyl)-1,1'-binaphthyl	47
(r)-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl-ru(ii)	1
(r)-2,2'-bis(diphenylphosphino)-octahydro-1,1'-binaphthyl	1
(r)-2,2'-bis[bis(3-methylphenyl)phosphino]-1,1'-binaphthyl	24
(r)-2,2'-dihydroxy-1,1'-binaphthyl	217
(r)-2,2'-dihydroxy-3,3'-di[(me2n)2p(o)]-1,1'-binaphthyl	4
(r)-2,2'-dihydroxy-5,5',6,6',7,7',8,8'-octahydro-1,1'-binaphthyl	16
(r)-2,2'-methylenedioxy-1,1'-binaphthalene	2
(r)-2,2,2-trifluoro-n-(1-phenylethyl)ethan-1-amine	1
(r)-2,4,6-triisopropyl-n-((2-methyl-2-morpholinopropyl)carbamoyl)benzenesulfinamide	14
(r)-2,6-bis(3,5-bis(trifluoromethyl)phenyl)-4-hydroxydinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepine-4-oxide	13
(r)-2,6-bis(naphthalen-2-yl)-4-oxo-3,5-dioxa-4lambda5-phosphacyclohepta[2,1-a;3,4-a']dinapthalen-4-ol	66
(r)-2,6-bis-(4-chloro-phenyl)-4-oxo--3,5-dioxa-4-phospha-cyclohepta[2,1-a;3,4-a']dinaphthalen-4-ol	69
(r)-2,6-di([1,1'-biphenyl]-4-yl)-4-hydroxydinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepine-4-oxide	1
(r)-2,6-dimethyl-4-phenoxydinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepine	1
(r)-2-((2-diacetoxyiodophenyl)(methoxy)methyl)pyridine	4
(r)-2-(1'-n,n-dimethylpropylamino)benzenethiol	1
(r)-2-(3-((1s,2s)-2-(diphenylphosphino)cyclohexyl)thioureido)-n,n-dimethyl-3-phenylpropanamide	12
(r)-2-(3-methoxyphenyl)-1,2,3,4-tetrahydroquinoline	1
(r)-2-(4-((((9h-fluoren-9-yl)methoxy)carbonylamino)(2,4-dimethoxyphenyl)methyl)phenoxy)acetic acid	3
(r)-2-(cyclohexylmethyl)-2-(1h-tetrazol-5-yl)piperidine	2
(r)-2-(dicyclohexylphosphino)-2'-(2-naphthylmethoxy)-5,5',6,6',7,7',8,8'-octahydro-1,1'-binaphthyl	12
(r)-2-(dicyclohexylphosphino)-2?-(2-naphthyloxy)-1,1'-binaphthyl	45
(r)-2-(dinaphthalen-2-yl-trimethylsilyloxymethyl)pyrrolidine	1
(r)-2-(diphenyl-tert-butyldimethylsilyloxy-methyl)-pyrrolidine	2
(r)-2-(diphenylphosphino)-2'-methoxy-3'-methyl-1,1'-binaphthyl	2
(r)-2-(methoxydiphenylmethyl)pyrrolidine	4
(r)-2-(morpholin-4-yl-methyl)-2'-hydroxy-1,1'-binaphthyl	5
(r)-2-(n-3-tert-butylsalicylidene)amino-3-methyl-1-butanol	2
(r)-2-(o-fluorobenzyloxy)-2'-methoxy-1,1'-binaphthyl*sncl4	1
(r)-2-(piperidin-1-yl)-1,1,2-triphenylethanol	22
(r)-2-(pyrrolidin-1-yl-methyl)-2'-hydroxy-1,1'-binaphthyl	5
(r)-2-(tert-butylmethylphosphino)-3-(di-tertbutylphosphino)quinoxaline(1,5-cyclooctadiene)rhodium(i) hexafluoroantimonate	9
(r)-2-(tert-butylsulfenyl)-1-[(p-c6h4)2p]-ferrocene	1
(r)-2-[(tert-butoxy)carbonylamino]-2-phenylacetic acid	37
(r)-2-[2'-(diphenylphosphino)-1,1'-binaphthyl-2-yl]-1,1,1,3,3,3-hexafluoropropan-2-ol	4
(r)-2-[diphenyl(trimethylsilanyloxy)methyl]pyrrolidine	1
(r)-2-acetamido-3-phenylpropanoic acid	4
(r)-2-bis[3,5-bis(cf3)phenyl]phosphino-1,1'-binaphthyl	11
(r)-2-deuterio-octan-2-ol	1
(r)-2-diphenylphosphino-2'-(2-isopropylphenylthio)-1,1'-binaphthyl	4
(r)-2-diphenylphosphino-2'-phenylthio-1,1'-binaphthyl	1
(r)-2-hydroxyphenylmethyl-4-phenyl-4,5-dihydro-oxazole	8
(r)-2-lt;(4s,7r)-7,8,8-trimethyl-4,5,6,7-tetrahydro-4,7-methano-1-indazolylgt;-1-phenylethanol	1
(r)-2-methyl-(cbs)-oxazaborolidine	3
(r)-2-methyl-1-[2-(3,3-dimethylbut-1-ynyl)pyrimidin-5-yl]propan-1-ol	1
(r)-2-methyl-cbs-oxaborolidine	1
(r)-2-methyl-cbs-oxazoborolidine	2
(r)-2-naphthyl-taddol	3
(r)-2-phenyloxirane	1
(r)-2-tert-butyl-quinazolinap rhodium	1
(r)-3,3',6,6'-tetraiodo-1,1'-binaphthalene-2,2'-diol	2
(r)-3,3'-(2,4,6-ipr3c6h2)2binap-2,2'-diyl phosphate*c4h9no	6
(r)-3,3'-(3,4,5-f3c6h2)2-binol	7
(r)-3,3'-bis((e)-(((1r,2r)-2-(isoindolin-2-yl)-1,2-diphenylethyl)imino)methyl)-[1,1'-binaphthalene]-2,2'-diol	11
(r)-3,3'-bis(1-naphthyl)-5,5',6,6',7,7',8,8'-octahydro-1,1'-binaphthyl posphate alenyl-2,2'-diol	21
(r)-3,3'-bis(10-(thiophen-3-yl)anthracen-9-yl)-1,1'-binaphthalen-2,2'-diyl-phosphoric acid	2
(r)-3,3'-bis(10-(thiophen-3-yl)anthracen-9-yl)-1,1'-binaphthalen-2,2'-diyl-phosphoric acid polymer network	1
(r)-3,3'-bis(2'',4''-dihexyloxyphenyl)-1,1'-binaphthol	17
(r)-3,3'-bis(2,4,6-triisopropylphenyl)binol phosphoric acid	2
(r)-3,3'-bis(2,4-bis(trifluoromethyl)phenyl)-5,5',6,6',7,7',8,8'-octahydro-1,1'-binaphthyl phosphate	6
(r)-3,3'-bis(2,5-dihexyloxyphenyl)-2,2'-binaphthol	1
(r)-3,3'-bis(2-hydroxyphenyl)-2,2'-dihydroxy-1,1'-binaphthyl-boric acid	6
(r)-3,3'-bis(3,3-dimethylbutyl)-2,2'-dihydroxy-1,1'-binaphthyl	8
(r)-3,3'-bis(3,5-bis(trifluoromethyl)phenyl)-1,1'-binaphthyl-2,2'-disulfonimide	27
(r)-3,3'-bis(3,5-di-tert-butyl-4-methoxyphenyl)-1,1'-binaphthyl-2,2'-dihydrogenphosphonate, silver	12
(r)-3,3'-bis(3,5-di-tert-butylphenyl)-1,1'-binaphthyl-2,2'-diamine	4
(r)-3,3'-bis(3,5-dinitrophenyl)-1,1'-binaphthyl-2,2'-dicarboxylic acid	11
(r)-3,3'-bis(4-(1-adamantyl)-2,6-dimethylphenyl)-1,1'-binaphthyl-2,2'-dicarboxylic acid	5
(r)-3,3'-bis(4-nitrophenyl)-1,1'-binaphthyl-2,2'-disulfonimide	4
(r)-3,3'-bis(4-tbu-2,6-dime-phe)-1,1'-binaphthyl-2,2'-dico2h	4
(r)-3,3'-bis(4-tbu-2,6-me2-c6h2)-1,1'-binaphthyl-2,2'-dicooh	4
(r)-3,3'-bis(4-tert-butyl-2,6-dimethylphenyl)-1,1'-binaphthyl-2,2'-dicarboxylic acid	12
(r)-3,3'-bis(9-anthracenyl)-1,1'-binaphthyl phosphate	32
(r)-3,3'-bis(9-anthryl)-1,1'-binaphthyl phosphate	3
(r)-3,3'-bis(9-phenanthryl)-1,1'-binaphthalene-2,2'-diol	7
(r)-3,3'-bis(benzhydryl)-octahydro-1,1'-binaphthyl phosphate	1
(r)-3,3'-bis(benzhydryl)octahydro-1,1'-binaphthol	12
(r)-3,3'-bis(diethylaminomethyl)-1,1'-binaphthol-alcl	1
(r)-3,3'-bis(dimethylbenzylsilyl)-1,1'-binaphthyl-2,2'-dicarboxylic acid	1
(r)-3,3'-bis(dimethylphenylsilyl)-1,1'-binaphthyl-2,2'-dicarboxylic acid	25
(r)-3,3'-bis(diphenylbenzylsilyl)-1,1'-binaphthyl-2,2'-dicarboxylic acid	1
(r)-3,3'-bis(diphenylphosphinoylmethyl)-1,1'-binaphthalene-2,2'-dioxyaluminium chloride	7
(r)-3,3'-bis(diphenylphosphinoylmethyl)-1,1'-binaphthol	1
(r)-3,3'-bis(hydroxymethyl)-6,6'-diphenyl-2,2'-bipyridine n,n'-dioxide	1
(r)-3,3'-bis(trifluoromethyl)-2,2'-dihydroxy-1,1'-binaphthyl	5
(r)-3,3'-bis(triphenylsilyl)-1,1'-binaphthyl phosphate	1
(r)-3,3'-bis(tris(4-tert-butylphenyl)silyl)-1,1'-binaphthyl-2,2'-diyl hydrogenphosphate	10
(r)-3,3'-bis-(2-naphthyl)octahydrobinol	1
(r)-3,3'-bis-(3,5-dimethylphenyl)-5,6,7,8,5',6',7',8'-octahydro-[1,1']binaphthalenyl-2,2'-diol	5
(r)-3,3'-bis[4-methyl-3,5-dinitrophenyl]-1,1'-binaphthyl-2,2'-disulfonimide	26
(r)-3,3'-bisiodo-1,1'-binaphthalen-2,2'-diol	17
(r)-3,3'-di(2-hydroxyphenyl)-2,2'-dihydroxy-1,1'-binaphthyl*b(ome)3	4
(r)-3,3'-di(9-phenanthryl)binol (triflylamido)phosphate	1
(r)-3,3'-di(anthracen-9-yl)-5,5',6,6',7,7',8,8'-octahydro-[1,1'-binaphthalene]-2,2'-diyl hydrogen phosphate	27
(r)-3,3'-dibromo-2'-(tert-butyldimethylsilyloxy)-5,5',6,6',7,7',8,8'-octahydro-1,1'-binaphthyl-2-ol	9
(r)-3,3'-dibromo-2'-(tert-butyldimethylsilyloxy)-5,5',6,6',7,7',8,8'-octahydro-1,1'-binaphtyl-2-ol	3
(r)-3,3'-dibromo-[1,1'-binaphthalene]-2,2'-diol	106
(r)-3,3'-dichloro-2'-(tert-butyldimethylsilyloxy)-5,5',6,6',7,7',8,8'-octahydro-1,1'-binaphthyl-2-ol	1
(r)-3,3'-dimethyl-1,1'-binaphthyl-2,2'-diol	10
(r)-3,3'-diphenylbinol	19
(r)-3,3'-tms2-binol	26
(r)-3,30-bis(pentafluorophenyl)-binol	16
(r)-3,30-bisiodo-binol	31
(r)-3,3?-bis(2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl)-1,1?-binaphthyl-2,2?-diol	64
(r)-3,3?-bis(3,5-bis(trifluoromethyl)phenyl)-2,2?-dihydroxy-1,1?-dinaphthyl	25
(r)-3,3?-bis(biphenyl-4-yl)-1,1?-binaphthalene-2,2?-diyl hydrogen phosphate	4
(r)-3,3?-bis[3,5-bis(trifluoromethyl)phenyl]-1,1?-binaphthyl-2,2?-diyl hydrogenphosphate	40
(r)-3,3?-dibromo-2,2?-dihydroxy-1,1'-binaphthyl	17
(r)-3,3?-dichloro-binol	6
(r)-3,3?-diphenyl-n2,n2?-bis((pyridin-2-yl)methyl)-1,1?-binaphthyl-2,2?-diamine	1
(r)-3,3?-fluorous-binol	11
(r)-3,4,5-(meo)3-meobiphep	14
(r)-3,5-di-i-propyl-4-dimethylamino-ome-biphep	26
(r)-3,5-di-tert-butyl-4-methoxy-meo-biphep	128
(r)-3,5-dicf3-synphos	37
(r)-3,5-dime-synphos	5
(r)-3,5-xyl-meo-biphep	2
(r)-3,5-xylmeobiphep	2
(r)-3-(1h-imidazol-1-yl)-1,1'-bi-2-naphthol	16
(r)-3-(2,6-diisopropylphenyl)-1-(2,2-dimethyl-1-(naphthalen-1-yl)propyl)-1h-imidazol-3-ium iodide	15
(r)-3-(2-hydroxy-3-isopropylbenzyl)-1,1'-binaphthalene-2,2'-diol	6
(r)-3-(2-hydroxy-3-phenylphenyl)-2,2'-dihydroxy-1,1'-binaphthyl*3,5-bis(trifluoromethyl)benzeneboronic acid	11
(r)-3-(dinaphtho[1,2-f:2',1'-d][1,3,2]dioxaphosphepin-4-yloxy)benzoic acid	1
(r)-3-bromo-1,1'-bi-2-naphthol	1
(r)-3-diphenylhydroxymethyl-2,2'-dihydroxy-1,1'-binaphthalenyl	23
(r)-3-hydroxybutyric acid methyl ester	1
(r)-3-lt;3-(2-hydroxy)biphenylgt;-2,2'-hydroxy-1,1'-binaphthyl	2
(r)-3-methoxy-n1,n1-dimethyl-3,3-diphenylpropane-1,2-diamine	9
(r)-3-methylpyrrolidine-3-carboxylic acid	3
(r)-3-tbs-2-methylpropanal	1
(r)-3-tert-butyl-4-(2,6-dimethoxyphenyl)-2,3-dihydrobenzo[d][1,3]oxaphosphole	2
(r)-3-undecyn-2-yl mesylate	3
(r)-3i-zrms	3
(r)-4,12-bis(diphenylphosphino)-[2,2]-paracyclophane	1
(r)-4,4-dibutyl-2,6-bis(3,4,5-trifluorophenyl)-4,5-dihydro-3h-dinaphthol[7,6,1,2-cde]azepinium bromide	15
(r)-4-(2,6-dimethylphenoxy)dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepine	6
(r)-4-(2-(tert-butyl)phenoxy)dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepine	1
(r)-4-(azepan-1-yl)-3,5-dimethyl-4,5-dihydro-3h-dinaphtho[2,1-d:1',2'-f][1,3,2]diazaphosphepine-4-selenide	1
(r)-4-(diisopropylamino)-3,5-dimethyl-4,5-dihydro-3h-dinaphtho[2,1-d:1?,2?-f][1,3,2]diazaphosphepine-4-selenide	5
(r)-4-(naphthalen-2-ylmethyl)-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole	5
(r)-4-benzylsulfinylmethyl-2-phenyl-4,5-dihydro-oxazole	1
(r)-4-meo-3,5-(t-bu)2meobiphep(aucl)2	31
(r)-4-methanesulfinylmethyl-2-phenyl-4,5-dihydro-oxazole	1
(r)-4-tbu-2-[2-(2bp-ph-phosphanyl)-cp]4,5dih-oxazole*mn(co)3	1
(r)-5,5',6,6',7,7',8,8'-octahydro-3,3'-bisphenyl-1,1'-binaphthyl phosphate	21
(r)-5,5'-cl2-6,6'-(ome)2-2,2'-bis(diphenylphosphino)biphenyl	1
(r)-5,5-(dimethyl)-i-pr-phox	4
(r)-5,5?,6,6?,7,7?,8,8?-octahydro-1,1?-bi-2-naphthol	18
(r)-5-((1-benzyl-1h-indol-3-yl)methyl)-2,2,3-trimethylimidazolin-4-one tetrafluoroboric acid	1
(r)-5-(hydroxydiphenylmethyl)pyrrolidine-2-one	1
(r)-5-(pyrrolidin-2-yl)-1h-tetrazole	5
(r)-5-benzyl-2,2,3,-trimethylimidazolidin-4-one dichloroacetic acid salt	5
(r)-5-benzyl-2,2,3-trimethylimidazolidin-4-one	1
(r)-5-benzyl-2,2,3-trimethylimidazolidin-4-one dca salt	6
(r)-5-benzyl-2-mesityl-6,7-dihydro-5h-pyrrolo[2,1-c][1,2,4]triazol-2-ium chloride	3
(r)-5-benzyl-2-phenyl-6,7-dihydro-5h-pyrrolo[2,1-c][1,2,4]triazol-2-ium tetrafluoroborate	6
(r)-5-isopropyl-2-mesityl-1-phenyl-5,6-dihydro-2h-imidazo[5,1-a]isoquinolin-4-ium chloride	2
(r)-5-neopentyl-2-phenyl 6,7-dihydro-5h-pyrrolo[2,1-c][1,2,4]triazol-2-ium tetrafluoroborate	1
(r)-6,6'-bis(2,4,6-triisopropylphenyl)-1,1'-spirobiindanyl-7,7'-diyl hydrogen phosphate	22
(r)-6,6'-bis(9-phenanthryl)-1,1'-spirobiindanyl-7,7'-diyl hydrogen phosphate	13
(r)-6,6'-bis(trifluoromethyl)-2,2'-dihydroxy-1,1'-binaphthyl	1
(r)-6,6'-br2-binol-ti complex encapsulated in magnetic nanoreactors	2
(r)-6,6'-di(1-adamantyl)-1,1'-binaphthyl-2,2'-diylphosphoric acid	7
(r)-6,6'-di(naphthalen-2-yl)-1,1'-spirobiindanyl-7,7'-diyl hydrogenphosphate	24
(r)-6,6'-dibromo-1,1'-bi-2-naphthol-1,2-dimethylimidazole-zr(iv)	1
(r)-6,6'-dibromo-binol	37
(r)-6,6'-diethyl-7,7'-diiodo-1,1'-spirobiindane	4
(r)-6,6'-diiodo-2,2'-dihydroxy-1,1'-binaphthyl	2
(r)-6,6'-diphenyl-siphos-morpholine	3
(r)-6-(4-benzyl-4,5-dihydrooxazol-2-yl)nicotinic acid ethyl ester	1
(r)-6-bromo-2,2'-dihydroxy-1,1'-binaphthalene	1
(r)-7,7'-bis(diphenylphosphino)-1,1'-spirobiindane	7
(r)-7-(1-naphthyl)methoxy-6,7-dihydro-5h-pyrrolo[1,2-a]imidazole	1
(r)-7-benzyloxy-6,7-dihydro-5h-pyrrolo[1,2-a]imidazole	6
(r)-7-bh3-1-me-3,3-ph2-h4-pyrrolo[1,2-c][1,3,2]oxazaborole	1
(r)-7-di-(3,5-di-tert-butylphenyl)phosphino-7'-amino-1,1'-spiro-dihydro-indene	15
(r)-7-dicylcohexylphosphinyl-7?-di(p-fluorophenyl)phosphino-1,1?-spirobiindane	1
(r)-9,9'-spirobixanthene-1,1'-diol-derived phosphoramidite	7
(r)-[((i-pr)2c6h3n)(me2phcc)((oc10h9(t-bu))2)]mo	4
(r)-[((i-pr)2c6h3n)(me2phcc)(3,3'-bis[c6h3(cf3)2]-2,2'-binaphthoxide]mo	5
(r)-[(rucl(tol-binap))2(mu-cl)3*nh2me2]	1
(r)-[(tol-binap)pt(ncc6f5)2][sbf6]2	1
(r)-[1,1'-binaphthalene]-2,2'-diamine	3
(r)-[2'-(3,5-me2-4-meo-c6h2)-2-(ph2)p]-1,1'-binaphthyl	2
(r)-[3,3'-(och2p(o)(omeph)2)2-2,2'-diyl-1,1'-binaphth]alcl	1
(r)-[3-(9-anthryl)-2-hydroxynaphth-1-yl]2 cyclic phosphate	2
(r)-[3-ph-(5-benzylpyrrolidino[a]-1,3,4-triazolyl)]*bf4	1
(r)-[4-(2-diphenylphosphanylnaphthalen-1-yl)phthalazin-1-yl]-(1-phenylethyl)amine	15
(r)-[6,6'-(2s,3s-butadioxy)]-2-di(3,5-di(tert-butyl)phenyl)phosphino-2'-methoxy-(1,1')-biphenyl	6
(r)-[6,6?-(2s,3s-butadioxy)]-(1,1?)-biphenyl-(3,5-dioxa-4-phosphacyclohepta[e,g][1,4])-bis((s)-1-phenylethyl)amine	9
(r)-[dtbm-segphos(aucl)2]	10
(r)-[eta5-(1-ph2p-2-t-bus)c5h3](eta4-c4ph4)co	2
(r)-[la{binol-si(3,5-xylyl)3}{ch(sime3)2}(thf)2]	1
(r)-[{rucl(tol-binap)}2(mu-cl)3][nh2me2]	1
(r)-alanine	7
(r)-alme(oc6h(ch3)2(c6h4c3h7)2)2	1
(r)-alpha,alpha-bis[3,5-bis(trifluoromethyl)phenyl]-2- pyrrolidinemethanol	1
(r)-alpha,alpha-bis[3,5-bis(trifluoromethyl)phenyl]-2-pyrrolidinemethanol tert-butyldimethylsilyl ether	16
(r)-alpha-alpha-bis[3,5-bis(trifluoromethyl)phenyl]-2-pyrrolidinemethanol trimethylsilyl ether	3
(r)-alpha-methoxy-alpha-trifluoromethylphenylacetic acid	5
(r)-alpha-methylbenzylamine monotrichloroacetic acid	1
(r)-alpine borane	1
(r)-alpine-borane	1
(r)-alpine-borane?	1
(r)-alpine-borane庐	28
(r)-b-methyl-4,5,5-triphenyl-1,3,2-oxazaborolidine	7
(r)-beta-cis-ru{2-[n=ch-(2-oh,3-ipr-c6h3)]-6-me-c6h3}2*2ch3cn	2
(r)-binal-h	5
(r)-binal-h reagent	3
(r)-binam	4
(r)-binap	15
(r)-binap(aucl)2	14
(r)-binap(o)	13
(r)-binap*agotf	4
(r)-binap-6-(ch2)3co2et ruthenium dibromide	1
